# Next line contains the total soma count (includes inactive):
152769
# Next line contains the total number of reported cells (selected_in_node + parents + children). 11 + 0 + 0 = 11.
11
# Next line contains the soma ids reported:
0 1 2 3 4 5 6 7 8 9 10 
# Next line contains the number of cycles:
100
#Cycle [SomaId(0)_V SomaId(0)_F]...[SomaId(N)_V SomaId(N)_F] 
# Where F is bit flags: 0 = FIRED_STATE_NOTHING; 1 = FIRED_STATE_REGULAR; 2 = FIRED_STATE_FORCED; 4 = FIRED_STATE_BINARY; 8 = FIRED_STATE_SUPPRESSED.
#Cycle 0_V 0_F 1_V 1_F 2_V 2_F 3_V 3_F 4_V 4_F 5_V 5_F 6_V 6_F 7_V 7_F 8_V 8_F 9_V 9_F 10_V 10_F 
21 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
22 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
23 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
24 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
25 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
26 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
27 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
28 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
29 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
30 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
31 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
32 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
33 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
34 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
35 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
36 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
37 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
38 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
39 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
40 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
41 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
42 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
43 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
44 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
45 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
46 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
47 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
48 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
49 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
50 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
51 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
52 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
53 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
54 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
55 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
56 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
57 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
58 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
59 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
60 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
61 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
62 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
63 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
64 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
65 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
66 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
67 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
68 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
69 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
70 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
71 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
72 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
73 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
74 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
75 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
76 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
77 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
78 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
79 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
80 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
81 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
82 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
83 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
84 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
85 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
86 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
87 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
88 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
89 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
90 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
91 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
92 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
93 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
94 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
95 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
96 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
97 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
98 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
99 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 -70.000000 0 
